LOC107326863	2661
LOC107335291	3733
LOC107335204	5793
LOC107335348	2063
LOC107340012	11950
LOC107349405	9042
LOC107335406	1688
LOC107326864	11868
LOC107331489	10453
LOC107332409	7988
LOC107333358	5072
LOC107334296	7696
LOC107335265	15280
LOC107336222	36370
LOC107337190	4035
LOC107335706	1214
LOC107335606	6026
LOC107335508	3333
LOC107339103	8092
LOC107336608	10101
LOC107336743	828
LOC107336342	5118
LOC107335803	7304
LOC107340013	7938
LOC107336441	3217
LOC107340977	7557
LOC107341922	16588
LOC107336812	6266
LOC107336959	4567
LOC107337056	1421
LOC107337153	2740
LOC107342879	5069
LOC107343818	5234
LOC107337252	11295
LOC107337630	11324
LOC107337540	3998
LOC107344746	10774
LOC107337463	33824
LOC107337911	1093
LOC107337817	3993
LOC107337717	5608
LOC107338012	15993
LOC107345719	8066
LOC107346662	7034
LOC107338121	14693
LOC107338223	716
LOC107338318	4802
LOC107347558	18031
LOC107348480	21096
LOC107334684	933
LOC107334748	3319
LOC107334812	876
LOC107338421	1815
LOC107349406	21040
LOC107339042	2260
LOC107338486	66798
LOC107339138	4055
LOC107339194	2568
LOC107338942	5226
LOC107350343	3835
LOC107351279	6328
LOC107338712	6756
LOC107339263	2693
LOC107339323	2411
LOC107339829	1888
LOC107339382	12382
LOC107339694	5279
LOC107339587	8537
LOC107352244	25168
LOC107339779	879
LOC107339891	1773
LOC107340240	4283
LOC107340505	4051
LOC107339979	5289
LOC107340339	3383
LOC107353212	35618
LOC107340079	10733
LOC107340602	3026
LOC107340668	5799
LOC107340759	4541
LOC107354128	11429
LOC107340946	5054
LOC107340844	13161
LOC107341036	3294
LOC107355087	14698
LOC107341192	7554
LOC107341289	3069
LOC107355987	10935
LOC107341354	8098
Trnat-agu	72
LOC107356938	8736
Trnar-acg	72
Trnan-guu	73
LOC107341447	10252
LOC107341663	7527
LOC107341923	601
LOC107341814	2566
LOC107357903	311
LOC107342124	1397
LOC107342213	5587
Trnav-cac	72
LOC107342457	5776
LOC107342619	3819
LOC107342365	3943
LOC107326865	12474
LOC107342273	3319
LOC107342721	2998
LOC107342910	3240
LOC107342814	3338
LOC107342999	3283
LOC107343114	8339
LOC107327863	5344
LOC107328815	6980
LOC107343275	10885
LOC107343557	1500
LOC107343468	2122
LOC107329812	1666
LOC107343627	992
LOC107330842	28832
LOC107343723	10635
LOC107344411	2202
LOC107344500	7005
LOC107344016	5747
LOC107344255	4668
LOC107343919	5321
